Matricula,Latitud,Longitud,Distance,Pos_date
9EA75D576149F526833F7F0CAFBFBD2DC701213D1D0C584D073D35F341947388,39.5523181,-4.6724346,0.0619311218359144,01-12-2023 02:14:50
216988BB419507DFAB380C71C4795482CA90FC861D4C361F913B93203A57F5F6,33.6142883,-114.373735,1.323438751751715,01-12-2023 02:14:41
4CD8D96089ECF07CC668FB8A805D6088E400A136E696D0608323C332DBD949D8,43.3261733,-7.781715,0.0220993550529347,01-12-2023 02:14:40
E9D8202FBEF52727BC67129BD6FC9DE7B287E32CB5AAEC3F3995640AD3ECE32E,32.6133416,-115.3635333,0.1523318557196588,01-12-2023 02:14:36
9EA75D576149F526833F7F0CAFBFBD2DC701213D1D0C584D073D35F341947388,39.5524974,-4.6717406,0.0650582700526906,01-12-2023 02:14:35
A380A614532C7F70201FF7711BE76CD4919A0FD320D3476BECCDECE8CA433C2C,41.3836433,-2.4176166,0.0,01-12-2023 02:14:34
FF3C59B448620745BF18F32F614A1E7B43B32C7A89545EC541A90558D199D111,38.0140942,-4.5634103,0.0012091683803516,01-12-2023 02:14:34
B552A6A633BDA3272B8840DEFAFA97AF693265E69D46098DB86823F714D205DF,43.4618683,-3.8247416,0.2768174294831848,01-12-2023 02:14:33
2E6DE46599917276EA118315105E20AEC32E0A63CDE37C796351602488BB3A89,38.2565216,8.0781066,0.0,01-12-2023 02:14:33
679894276A1A15836A4517559DE4C780456B019AEABB4FBF9E878A1EEB665D57,44.2888433,-0.9563116,0.03211851614238,01-12-2023 02:14:33
679894276A1A15836A4517559DE4C780456B019AEABB4FBF9E878A1EEB665D57,43.2887966,-1.95592,0.0864911308843339,01-12-2023 02:14:28
19CB2C27AEA2A6C6C4DBAAB759FC3A4D6FC7A80E197BBA6B9814F7F04708C407,43.5006833,-7.7680849,0.1004137868032521,01-12-2023 02:14:27
A6D78066EBB26BC55C204182D5E8C1C47550EFA8F8D3014BC3845CB5056F90B9,52.9293004,-4.1337946,0.0015200909071685,01-12-2023 02:14:26
A6CB6B76C9ECB8C0FF4649D07C374C16E8745047A84303D7E6673F577AC7D644,38.68924,-7.0914333,0.0,01-12-2023 02:14:24
A6CB6B76C9ECB8C0FF4649D07C374C16E8745047A84303D7E6673F577AC7D644,38.68924,-7.0914333,0.0,01-12-2023 02:14:24
4CD8D96089ECF07CC668FB8A805D6088E400A136E696D0608323C332DBD949D8,42.3263466,-8.7818466,0.0079331356985031,01-12-2023 02:14:23
A6CB6B76C9ECB8C0FF4649D07C374C16E8745047A84303D7E6673F577AC7D644,38.68924,-7.0914333,0.0,01-12-2023 02:14:18
3FAF341332DDEE9102FD801D10F7D611A8CE9E7948372664C0AF02BB8362E9AE,43.26841,-2.0511466,0.0437344075779085,01-12-2023 02:14:16
E9B77D40DA9A90D93509C6E3CFFBFE1568DB46DCF5976274DCFCC83DB6F11612,42.49722,-8.6559483,0.0,01-12-2023 02:14:16
4CD8D96089ECF07CC668FB8A805D6088E400A136E696D0608323C332DBD949D8,42.3263883,-8.7819249,0.0141594647268648,01-12-2023 02:14:16
9EA75D576149F526833F7F0CAFBFBD2DC701213D1D0C584D073D35F341947388,40.552272,-3.67103,0.0350427944356111,01-12-2023 02:14:15
679894276A1A15836A4517559DE4C780456B019AEABB4FBF9E878A1EEB665D57,44.288025,-0.956055,0.8046706728966263,01-12-2023 02:14:13
4CD8D96089ECF07CC668FB8A805D6088E400A136E696D0608323C332DBD949D8,43.3263683,-7.782095,0.0344222771240258,01-12-2023 02:14:11
E9D8202FBEF52727BC67129BD6FC9DE7B287E32CB5AAEC3F3995640AD3ECE32E,32.613285,-115.3619083,0.2602064105289161,01-12-2023 02:14:09
B376D69E11972366C72E37CBE81B7693F0A20F60788484249732048A390468A6,38.8801833,-3.7682333,0.6623851342356406,01-12-2023 02:14:09
07F0F06AFDDE789E75C987F1E8AF8E5F48E72512AD4FC4FBD22D89D19D0618BC,41.165798333333335,-8.620216666666666,0.0088059682959999,01-12-2023 02:14:07
9EA75D576149F526833F7F0CAFBFBD2DC701213D1D0C584D073D35F341947388,40.5521388,-3.6706541,0.0205073374681228,01-12-2023 02:14:04
E0047EE446AB648BEA8D01836B0FBDBA466C8C19A4EFA5788990BB1D505D5919,41.121516666666665,1.192683333333333,0.0199770786041354,01-12-2023 02:14:02
1ED85AD5FE9A0543216F4472E689944A7AE066A584B7A2B7E9ED1FD13DF72479,41.0633116,-8.1337283,0.0205234173578075,01-12-2023 02:14:01
4CD8D96089ECF07CC668FB8A805D6088E400A136E696D0608323C332DBD949D8,40.3265916,-10.781805,0.0219746187043941,01-12-2023 02:13:56
1ED85AD5FE9A0543216F4472E689944A7AE066A584B7A2B7E9ED1FD13DF72479,42.0631883,-7.1335433,0.1370488232199072,01-12-2023 02:13:56
F7A42C671224FB482AA1F752A7D2E24FBA1044196DF57F8D75B8E03E87517A35,43.3655933,-8.4064933,0.0,01-12-2023 02:13:55
B552A6A633BDA3272B8840DEFAFA97AF693265E69D46098DB86823F714D205DF,44.45966,-2.826325,0.0547000040241581,01-12-2023 02:13:53
5BC2BF3A6350B344B8AD981186F5899D941076D982A6083C182A13D3F6B376DD,18.6865729,-68.4849918,0.0078001435138495,01-12-2023 02:13:49
679E1E2CF2BC6497342347D4B137CD3DC0C80EAF38A97781ADB848F40E7923FB,39.6072133,3.29675,0.320388725349103,01-12-2023 02:13:49
B3C6B707FF586E09DD4455DAB6DEA799EC9DA501B0181ABE235EC1E192A20E3D,41.7701396,2.6727695,0.0004003115900611,01-12-2023 02:13:48
13235751DB1148FCD42982232152D28444DC7A0A8CB2EAB8BAC00A92D7E0DEA0,42.363665,3.1014366,1.041340665077351,01-12-2023 02:13:47
4CD8D96089ECF07CC668FB8A805D6088E400A136E696D0608323C332DBD949D8,42.3263966,-8.7817616,0.0069142309735026,01-12-2023 02:13:46
5BC2BF3A6350B344B8AD981186F5899D941076D982A6083C182A13D3F6B376DD,19.6866208,-67.4849377,0.0989069761129333,01-12-2023 02:13:45
B3C6B707FF586E09DD4455DAB6DEA799EC9DA501B0181ABE235EC1E192A20E3D,42.7701377,3.6727654,0.0017821560315919,01-12-2023 02:13:41
B689E95F0FA3EB0D7C7CDF6F957C37474B5873FA67ADA532A26B00F512D15CFA,43.2609416,-2.928105,0.0,01-12-2023 02:13:40
8881B4F2722D5BAACFBE89FFD848EC76CF11E9745F807AF4E6F99A2F8A55C3DF,39.4794549,-4.5766216,1.473006705251098,01-12-2023 02:13:39
B3C6B707FF586E09DD4455DAB6DEA799EC9DA501B0181ABE235EC1E192A20E3D,42.770153,3.672759,0.0052791439870251,01-12-2023 02:13:38
1ED85AD5FE9A0543216F4472E689944A7AE066A584B7A2B7E9ED1FD13DF72479,43.0631716,-6.1352033,0.2425590508045161,01-12-2023 02:13:38
FF3C59B448620745BF18F32F614A1E7B43B32C7A89545EC541A90558D199D111,39.014094,-3.5633965,0.0025785213155429,01-12-2023 02:13:34
679894276A1A15836A4517559DE4C780456B019AEABB4FBF9E878A1EEB665D57,43.2811216,-1.9590366,0.1408978368796136,01-12-2023 02:13:33
679E1E2CF2BC6497342347D4B137CD3DC0C80EAF38A97781ADB848F40E7923FB,39.6097333,3.2985633,0.0403197750492192,01-12-2023 02:13:32
679894276A1A15836A4517559DE4C780456B019AEABB4FBF9E878A1EEB665D57,42.279855,-2.9590866,0.4836076744487991,01-12-2023 02:13:31
3F2BF0F9BC0EDF81585748F2BB7A9277D3ABDF4C4987EE6E7F096A42B1549327,38.5473016,2.3386533,0.0876656066443925,01-12-2023 02:13:30
5BC2BF3A6350B344B8AD981186F5899D941076D982A6083C182A13D3F6B376DD,18.6875102,-68.4849243,0.0567089958951835,01-12-2023 02:13:29
A14E8BE45CB9F9B1B8F8BFBED680BCFE79912B7C935C4B9D80F36FCAEC9F3A48,38.6809083,-4.0552466,0.0111428241403156,01-12-2023 02:13:28
679E1E2CF2BC6497342347D4B137CD3DC0C80EAF38A97781ADB848F40E7923FB,40.6100949,4.2985983,0.062105277083754,01-12-2023 02:13:28
4CD8D96089ECF07CC668FB8A805D6088E400A136E696D0608323C332DBD949D8,41.3264466,-9.7817116,0.0109144827823998,01-12-2023 02:13:27
